23908938@N02-1118	8	4	6	10	
23908938@N02-1121	6	7	19	
23987663@N00-1123	7	3	5	2	
23987663@N00-1128	20	2	10	3	
23987663@N00-1135	5	3	10	
24128704@N08-1171	13	16	14	
24395354@N02-1179	11	7	28	
24616128@N00-1194	18	16	5	
24854893@N00-1225	6	23	24	
24854893@N00-1237	4	14	9	7	
24854893@N00-1247	9	6	14	
25133522@N00-1259	2	19	16	14	
25475928@N04-1270	2	5	4	10	
25561968@N00-1275	16	6	12	
25802393@N02-1281	5	8	4	6	16	12	
25846522@N00-1283	5	3	10	13	
26195569@N00-1310	7	15	11	
26240579@N05-1312	6	4	10	2	
26344918@N04-1321	10	3	13	8	
26736723@N00-1335	16	12	6	
27008470@N00-1344	3	4	16	
27031977@N04-1345	10	3	5	
27168489@N00-1358	6	16	10	3	5	2	
27895744@N00-1378	16	6	13	
27947906@N08-1385	6	14	19	
28157992@N03-1404	25	24	13	
28288718@N03-1421	4	15	2	
28288718@N03-1423	2	10	4	
28288718@N03-1424	4	5	10	
29352917@N00-1523	6	5	10	3	
29352917@N00-1524	18	4	6	
29352917@N00-1525	11	9	5	
29619840@N00-1536	16	12	6	
30624156@N00-1591	6	16	4	8	
30624156@N00-1592	2	5	3	10	
30624156@N00-1598	10	8	4	3	15	
30739892@N03-1620	10	3	2	
30855862@N07-1627	8	13	6	
31114347@N05-1642	14	16	4	
31349854@N00-1653	5	3	9	
32044903@N04-1726	10	8	15	
32781576@N04-1782	10	3	9	
32827327@N03-1786	29	11	9	7	4	14	
32934461@N00-1792	4	6	16	2	
32944866@N04-1796	3	18	7	
33182025@N00-1802	24	8	5	2	
33473816@N00-1835	3	16	4	
33473816@N00-1865	8	15	4	
33547369@N00-1875	3	10	5	
33547369@N00-1877	5	2	3	
33906853@N00-1894	3	18	13	
34128007@N04-1912	16	6	12	13	18	
34211328@N00-1918	4	14	12	
34211328@N00-1931	2	5	3	
34211328@N00-1933	21	23	26	
34211328@N00-1934	16	6	8	
34211328@N00-1937	23	21	26	
34211328@N00-1938	23	26	15	7	
34211328@N00-1940	7	18	11	5	3	
34211328@N00-1949	16	6	19	
34211328@N00-1968	8	4	3	2	5	
34211328@N00-1969	8	10	18	
34314322@N00-1993	4	3	10	18	6	
34608255@N08-2036	3	7	8	
34619038@N00-2039	3	10	11	
34961066@N00-2048	5	7	2	
35034347485@N01-2069	11	2	5	10	3	
35034348378@N01-2072	3	10	2	4	13	16	6	
35107151@N04-2110	8	3	11	
35237095252@N01-2158	4	8	6	12	
35468159247@N01-2196	14	6	4	11	2	
35468159247@N01-2198	5	2	3	
35764233@N00-2207	5	19	2	13	3	
35764233@N00-2209	2	6	3	
36357702@N08-2252	8	4	12	6	16	10	3	
36553196@N08-2275	6	4	3	11	
37517876@N07-2331	7	15	5	
37517876@N07-2334	2	11	8	13	
37517876@N07-2338	13	4	8	
37517876@N07-2340	14	10	3	2	
37663331@N00-2349	5	10	2	
37804979@N00-2377	2	10	3	6	
37996606796@N01-2401	14	16	6	
39038071@N00-2431	3	9	11	
39357749@N00-2440	8	4	6	
39460517@N03-2461	21	26	23	
39460517@N03-2466	3	10	5	2	
39460517@N03-2471	3	10	2	
39460517@N03-2472	2	5	3	10	
39587684@N00-2496	4	16	8	
39587684@N00-2497	9	13	8	
39587684@N00-2499	5	10	3	
41721440@N00-2592	5	10	2	
41894165897@N01-2604	7	18	8	
42536354@N00-2666	2	11	9	
42907325@N00-2686	10	6	12	
43139087@N00-2703	14	4	8	
43139087@N00-2705	2	5	10	3	8	
43334562@N00-2795	8	2	5	
43919105@N02-2803	10	3	5	
44124367252@N01-2838	11	6	12	
44359705@N07-2896	6	12	4	2	
44654079@N05-2908	11	3	10	
44925192@N00-2916	2	8	4	6	12	
46769540@N00-3008	10	3	11	
47501960@N00-3037	5	10	17	
47501960@N00-3040	5	15	2	
47554402@N00-3045	5	2	10	
47616704@N00-3052	3	12	6	14	8	11	4	
48085290@N00-3090	4	6	8	
48453097@N00-3133	10	9	2	
48678427@N06-3149	18	11	3	10	2	
48784629@N00-3155	16	12	6	
49503002894@N01-3401	3	16	17	
49503002894@N01-3402	16	24	3	
49503002894@N01-3403	16	6	3	
49877040@N03-3438	6	12	9	
49894734@N00-3454	2	5	3	
50542255@N00-3469	6	8	10	
50642338@N00-3481	15	7	4	
51035555243@N01-3493	4	5	2	3	
51035610516@N01-3501	2	4	16	6	12	
51035681908@N01-3504	2	3	12	6	9	7	
51035729697@N01-3514	8	4	11	
51260381@N05-3556	9	8	4	
53874606@N00-3626	16	6	13	
54058873@N00-3636	2	16	3	10	5	17	
55929357@N00-3707	10	5	3	
57519914@N00-3767	16	3	10	6	8	
58919362@N00-3851	4	14	3	
58919362@N00-3856	4	8	5	2	
59525924@N05-3881	12	20	13	
60142746@N00-3898	5	4	6	
60597745@N00-3932	3	10	12	
60597745@N00-3935	19	12	6	
61239510@N00-3960	16	14	4	
61377999@N03-3967	11	2	3	
61377999@N03-3968	3	6	12	
61377999@N03-3969	8	7	9	
61609579@N00-3975	3	10	5	2	
62373848@N00-4004	10	12	6	
62486370@N00-4005	21	23	26	
63706803@N00-4132	5	3	18	
64834051@N00-4182	12	6	16	
65438265@N00-4198	8	3	4	6	
66922282@N00-4271	3	5	10	
67194633@N00-4276	3	18	6	
67694608@N00-4284	6	12	3	10	
67952341@N00-4308	6	16	12	
68803445@N00-4326	12	6	16	
69525052@N06-4345	3	2	4	
69754957@N00-4351	7	5	17	4	8	6	12	13	21	
69754957@N00-4354	18	2	17	4	
70289230@N00-4374	15	18	5	
70554294@N00-4408	6	4	10	3	18	
71206023@N00-4420	14	6	16	
71482738@N00-4450	6	16	4	7	9	
71482738@N00-4451	2	11	3	10	
72236905@N00-4474	15	7	16	
72778314@N00-4493	5	10	3	9	12	2	
73416633@N00-4506	2	11	5	
75396048@N00-4570	2	14	4	
75450299@N07-4578	9	11	3	2	10	
75450299@N07-4580	3	10	2	
77112637@N00-4701	5	3	2	
7776449@N06-4756	3	18	7	
7776449@N06-4758	2	5	11	9	15	
78015320@N00-4782	6	16	10	3	11	
78015320@N00-4783	11	19	7	
78433558@N00-4805	13	8	10	
8070489@N02-4914	3	5	10	
8110030@N05-4961	2	5	10	4	6	13	12	14	8	24	
81471618@N06-4972	10	5	2	
81471618@N06-4973	7	24	25	
8250978@N04-4997	4	3	10	8	16	
82845843@N04-5022	11	15	7	
84035351@N00-5029	5	2	4	
84518681@N00-5073	6	12	16	
84711541@N00-5099	4	8	3	5	2	
84800532@N02-5132	3	7	6	
84987970@N00-5180	3	10	5	2	
84987970@N00-5183	17	2	3	9	
84987970@N00-5207	12	21	23	
84987970@N00-5214	8	3	5	17	18	
84987970@N00-5215	2	3	17	
84987970@N00-5228	17	2	5	
84987970@N00-5237	17	4	3	
84987970@N00-5250	4	5	2	3	11	6	
84987970@N00-5253	2	5	13	
84987970@N00-5254	11	3	10	2	5	4	8	
84987970@N00-5256	2	3	5	
84987970@N00-5263	17	2	5	10	8	4	3	
84987970@N00-5276	11	12	4	8	10	2	
84987970@N00-5277	18	3	10	5	2	15	
84987970@N00-5278	2	5	10	11	
84987970@N00-5282	3	18	14	7	
84987970@N00-5287	10	3	2	
84987970@N00-5294	21	23	26	
84987970@N00-5301	8	10	3	4	
84987970@N00-5324	3	10	5	17	
84987970@N00-5325	14	25	24	
84987970@N00-5328	5	3	2	
84987970@N00-5337	3	2	17	5	10	
84987970@N00-5343	3	4	2	
85801042@N00-5369	8	10	5	2	17	12	16	6	
86292040@N00-5377	4	13	16	6	5	
87473264@N00-5475	19	14	6	
88276719@N00-5497	8	6	4	
89613559@N07-5530	8	6	16	
9025385@N07-5539	4	8	14	6	
9025385@N07-5541	4	6	12	13	8	
91008793@N00-5555	11	6	7	12	16	
91032493@N00-5556	10	3	6	4	8	
91255327@N00-5575	17	2	3	11	
9161595@N03-5625	3	2	11	6	
92487715@N03-5640	8	3	6	
93241698@N00-5648	3	10	5	
93241698@N00-5649	5	3	6	
93897327@N00-5707	7	14	6	8	
94064020@N00-5709	11	7	2	10	
9416709@N08-5715	3	6	16	
9449875@N03-5747	10	2	5	
9449875@N03-5751	26	21	23	
94725783@N00-5759	9	3	5	2	
94828981@N08-5798	2	5	10	
96083563@N00-5842	8	6	7	
96684313@N00-5856	8	4	16	
97675182@N00-5890	21	26	23	
98185064@N00-5912	10	12	6	
98222757@N02-5913	5	10	8	14	
98715075@N00-5927	13	4	12	
98715075@N00-5932	3	5	2	
9911655@N08-5947	9	18	16	
9911655@N08-5959	10	2	4	
99127884@N00-5963	2	5	10	
99127884@N00-5964	7	18	11	3	10	8	4	13	25	
99436246@N00-5971	6	3	18	
99771506@N00-5981	7	18	19	4	21	5	8	2	
9985167@N04-6011	3	10	2	
9985167@N04-6018	10	5	2	
9985167@N04-6028	5	4	3	10	17	
