1-2	3	13	3	8	
1-7	8	3	13	13	3	8	
65-7867	7	14	5	
65-7896	5	2	4	11	
65-7916	6	11	7	
65-7951	7	11	5	
65-7952	5	3	7	
65-7961	5	20	6	7	
65-7964	7	11	5	
68-8150	12	6	3	3	
68-8153	2	20	3	3	8	
68-8155	12	3	13	
68-8157	12	3	3	12	28	
68-8159	28	6	2	
68-8176	16	4	5	28	
68-8190	2	23	6	3	
75-8898	5	2	15	
76-8948	3	2	21	
76-8967	6	9	9	6	
76-8979	6	3	6	
76-9008	6	2	3	
78-9083	4	3	2	
79-9121	2	3	5	
80-9239	6	5	22	
83-9524	5	16	16	5	
86-9771	6	10	26	
96-11052	4	2	2	4	
96-11088	4	2	2	4	
96-11122	14	18	18	14	
96-11160	4	22	4	2	
96-11168	4	2	2	4	
96-11178	14	2	4	
98-11333	2	4	15	
99-11541	10	6	8	
100-11630	26	20	13	3	
102-11744	13	3	6	
102-11745	6	10	26	
102-11756	25	6	3	13	
102-11759	12	3	13	3	2	
102-11764	13	3	17	
102-11766	2	23	17	
102-11773	17	2	2	3	13	17	
105-12113	2	5	8	
105-12114	8	5	2	
105-12120	2	3	13	3	2	
105-12123	11	4	2	2	
105-12125	2	20	3	
107-12395	22	11	7	7	11	
113-12975	2	11	12	
113-12991	23	9	6	2	
113-12994	12	11	2	
113-12997	2	4	12	
113-13004	2	4	12	
113-13009	12	11	2	
113-13010	2	6	20	2	
113-13074	12	4	2	
113-13077	12	11	2	
113-13124	12	11	2	
117-13760	9	3	3	11	
117-13794	9	8	28	
118-13805	24	4	4	3	
118-13806	3	6	20	2	10	26	24	
118-13830	2	22	2	3	3	3	6	
118-13836	6	3	3	2	
118-13843	22	2	3	
124-14398	3	6	9	12	
124-14399	12	9	6	3	
124-14441	16	8	13	6	6	
124-14502	16	5	3	3	
124-14510	3	6	12	
126-14577	11	3	13	
126-14602	2	2	16	
126-14605	3	3	8	
126-14628	6	20	3	13	
126-14629	3	8	12	
128-14716	13	2	3	
128-14744	20	2	2	20	
130-14983	24	2	16	
134-15360	13	3	2	
135-15393	5	12	12	5	
135-15421	5	12	12	
135-15459	5	12	9	5	
135-15520	5	9	9	12	
141-16237	15	20	3	
141-16263	15	10	10	
143-16516	20	3	13	
146-16808	3	13	9	
146-16810	3	11	17	
146-16829	21	3	30	
146-16860	3	13	3	6	14	
146-16881	3	13	3	
146-16884	4	2	20	3	
146-16892	8	3	3	14	
146-16910	14	6	3	
147-16945	2	2	2	
147-16959	26	26	2	
147-17030	22	3	3	16	
147-17041	23	23	2	
150-17281	17	9	17	
150-17361	17	3	13	20	
151-17401	2	3	8	
151-17411	8	3	3	8	
151-17418	16	8	6	
151-17450	2	2	2	
151-17457	2	20	3	
151-17462	16	8	3	13	3	8	
151-17463	8	3	8	
151-17465	2	20	3	
151-17473	3	20	2	4	
151-17497	26	10	2	
151-17498	2	3	8	
151-17527	2	20	2	2	
159-18400	6	3	5	
159-18413	2	20	3	
161-18522	11	4	29	
161-18540	11	4	29	
161-18546	4	2	21	
161-18703	11	4	21	
162-18806	23	19	19	23	
163-18855	14	14	7	
163-18866	18	2	2	18	
163-18882	2	24	18	
164-18991	20	5	5	
164-19004	5	5	6	
164-19014	5	4	2	
168-19362	13	3	21	
168-19371	10	10	2	
173-20014	2	24	24	2	
179-20532	7	30	30	7	
187-21446	3	2	18	
187-21449	3	20	2	
187-21461	18	2	3	20	
187-21462	3	2	18	
187-21468	3	2	18	
187-21470	13	3	20	2	
187-21475	3	2	18	
187-21476	2	3	5	
187-21478	3	2	18	
187-21480	3	2	18	
187-21486	3	2	18	
187-21492	3	20	2	29	
187-21496	8	2	18	
187-21501	3	2	18	
187-21509	3	2	18	
187-21522	3	2	18	
187-21528	3	2	18	
187-21529	3	2	18	
187-21531	3	2	18	
187-21537	3	2	18	
187-21540	3	2	18	
187-21542	3	2	18	
187-21556	3	2	18	
187-21572	3	2	18	
187-21600	5	13	5	
187-21653	3	2	18	
187-21667	3	2	18	
187-21668	3	2	18	
191-21908	24	10	2	13	
192-22004	7	14	5	
192-22008	17	25	13	
192-22010	7	6	3	13	3	
192-22025	5	4	5	
194-22311	28	8	3	
194-22313	3	12	12	
194-22320	27	28	28	
195-22360	3	4	15	
196-22394	8	20	3	
196-22403	8	3	20	
196-22407	8	3	20	
196-22411	8	3	20	
196-22413	8	3	20	
196-22418	8	3	20	
196-22422	8	3	20	
196-22426	22	22	5	16	
196-22433	8	3	20	
196-22435	8	3	20	
196-22442	8	3	20	
196-22452	5	20	6	8	
196-22454	8	3	20	
196-22466	13	3	8	
196-22467	13	3	8	
196-22473	3	8	27	
196-22476	8	3	20	
196-22477	8	3	20	
196-22485	8	3	3	6	8	
196-22486	8	3	20	
196-22506	3	3	8	
196-22508	3	3	23	
196-22509	20	3	6	
196-22512	20	3	8	
196-22528	20	3	8	
196-22532	20	3	8	
196-22535	2	3	6	
196-22540	20	3	8	
196-22544	20	3	8	
196-22548	13	3	8	
196-22558	3	8	16	
196-22575	20	3	8	
196-22580	8	3	6	
196-22592	20	6	3	8	
196-22595	3	8	8	
196-22597	20	3	8	
196-22629	20	3	8	
196-22633	20	3	8	
196-22634	8	20	3	
196-22640	8	3	8	
196-22654	20	3	8	
196-22656	20	3	8	
196-22663	8	3	20	
198-22859	19	4	16	
198-22866	6	8	16	
199-22883	16	5	3	13	2	
